f0,f1,label
0.12980285,0.02146724,0.00000000
0.09610955,0.03859548,0.00000000
0.14741772,0.07529655,0.00000000
0.20380524,0.07930984,0.00000000
0.10192853,-0.06042235,0.00000000
0.10514306,-0.02750491,0.00000000
0.21678984,0.06654527,0.00000000
0.17053520,0.07367999,0.00000000
0.09835414,0.08127417,0.00000000
0.16066756,0.28933858,0.00000000
0.10143588,0.10049095,0.00000000
0.10193899,0.14266683,0.00000000
0.14453793,0.14027264,0.00000000
0.01483873,0.13079035,0.00000000
0.02521779,0.08160900,0.00000000
0.09350069,0.15499364,0.00000000
0.06442854,0.07209547,0.00000000
0.14143862,0.11331075,0.00000000
0.06490408,0.10746373,0.00000000
0.03085888,0.15053917,0.00000000
0.19915297,0.29348708,0.00000000
0.09268737,0.05145583,0.00000000
0.10470822,0.21341821,0.00000000
0.00899875,0.08406028,0.00000000
0.05505637,0.16088076,0.00000000
0.08702515,0.26266298,0.00000000
0.00338382,0.20903102,0.00000000
0.08649269,0.14804025,0.00000000
0.01886635,0.17696372,0.00000000
0.02781830,0.26744544,0.00000000
-0.00088876,0.18921084,0.00000000
0.13574164,0.25192499,0.00000000
0.01270528,0.24708445,0.00000000
-0.06149526,0.21014245,0.00000000
0.03933974,0.38220787,0.00000000
-0.09564936,0.29535357,0.00000000
-0.02262910,0.13894287,0.00000000
-0.16584882,0.27413030,0.00000000
-0.14138042,0.22506047,0.00000000
-0.06357693,0.31704733,0.00000000
-0.04502288,0.21877064,0.00000000
-0.09319672,0.25912481,0.00000000
-0.12473268,0.29524354,0.00000000
-0.15030210,0.31505678,0.00000000
-0.23547537,0.18847849,0.00000000
-0.20452682,0.23701662,0.00000000
-0.20354752,0.22437622,0.00000000
-0.12701192,0.20864778,0.00000000
-0.18426471,0.34793266,0.00000000
-0.32497412,0.25964275,0.00000000
-0.21387838,0.15220961,0.00000000
-0.27033601,0.27463578,0.00000000
-0.30148396,0.33778228,0.00000000
-0.23748947,0.26248440,0.00000000
-0.22528939,0.09866249,0.00000000
-0.24382405,0.14927592,0.00000000
-0.36215227,0.24208198,0.00000000
-0.34195237,0.11059410,0.00000000
-0.31458217,0.16594007,0.00000000
-0.28639820,0.17133787,0.00000000
-0.38352651,0.05411024,0.00000000
-0.37509165,0.09036561,0.00000000
-0.43879907,-0.11695315,0.00000000
-0.45191031,-0.00094770,0.00000000
-0.33832013,0.02779551,0.00000000
-0.31181021,-0.05000527,0.00000000
-0.40276341,0.10423538,0.00000000
-0.34260223,-0.09853108,0.00000000
-0.38457057,-0.05853805,0.00000000
-0.44748557,-0.04405856,0.00000000
-0.38863363,0.01449737,0.00000000
-0.31857998,-0.17846715,0.00000000
-0.41254126,-0.04307277,0.00000000
-0.31500870,-0.13295558,0.00000000
-0.56351770,-0.21327457,0.00000000
-0.35340117,-0.14752641,0.00000000
-0.39280081,-0.18417724,0.00000000
-0.41019050,-0.25294634,0.00000000
-0.37988393,-0.23344594,0.00000000
-0.49669419,-0.28128521,0.00000000
-0.38158263,-0.27166217,0.00000000
-0.33685341,-0.25876929,0.00000000
-0.25840678,-0.22301964,0.00000000
-0.36590916,-0.41173519,0.00000000
-0.37000022,-0.22831467,0.00000000
-0.33723478,-0.49174019,0.00000000
-0.23682405,-0.40147166,0.00000000
-0.25564401,-0.37419075,0.00000000
-0.28980269,-0.40907614,0.00000000
-0.20892413,-0.47901015,0.00000000
-0.21468465,-0.46906188,0.00000000
-0.14229962,-0.50024328,0.00000000
-0.22160705,-0.51922604,0.00000000
-0.17740514,-0.44515277,0.00000000
-0.15877158,-0.48598984,0.00000000
-0.19983859,-0.55923958,0.00000000
-0.07037330,-0.47287290,0.00000000
-0.04797000,-0.51648394,0.00000000
-0.03825138,-0.49307417,0.00000000
-0.02704466,-0.50980740,0.00000000
-0.07184573,-0.60184617,0.00000000
0.01428253,-0.58899038,0.00000000
0.04574162,-0.51253904,0.00000000
0.04522764,-0.52145102,0.00000000
0.11095989,-0.55870170,0.00000000
0.17230084,-0.54844162,0.00000000
0.28873144,-0.47549901,0.00000000
0.21355184,-0.58296278,0.00000000
0.24599315,-0.50857557,0.00000000
0.25341331,-0.54608395,0.00000000
0.16990101,-0.53818056,0.00000000
0.31032083,-0.44897845,0.00000000
0.34207662,-0.45378884,0.00000000
0.51240479,-0.44154430,0.00000000
0.37874202,-0.39771202,0.00000000
0.43350584,-0.45912730,0.00000000
0.43784593,-0.40249779,0.00000000
0.39364100,-0.44376239,0.00000000
0.55541343,-0.38615873,0.00000000
0.55422473,-0.39264099,0.00000000
0.57795183,-0.35703170,0.00000000
0.49635992,-0.30399389,0.00000000
0.65451332,-0.36452208,0.00000000
0.50458528,-0.16452900,0.00000000
0.64112750,-0.32404204,0.00000000
0.75337518,-0.30915708,0.00000000
0.57730474,-0.13851362,0.00000000
0.61625314,-0.13132149,0.00000000
0.66835951,-0.11138113,0.00000000
0.64292973,-0.08038307,0.00000000
0.58942070,-0.08738749,0.00000000
0.69441996,-0.10843768,0.00000000
0.63289932,-0.01745453,0.00000000
0.72983567,-0.02955553,0.00000000
0.64945748,0.10306166,0.00000000
0.79921458,0.06953880,0.00000000
0.65918790,0.06289006,0.00000000
0.68517296,0.12736517,0.00000000
0.74995406,0.20574301,0.00000000
0.62225813,0.18147125,0.00000000
0.70303691,0.20021539,0.00000000
0.75940541,0.29826674,0.00000000
0.57442356,0.33219961,0.00000000
0.67015859,0.32061616,0.00000000
0.66120216,0.35589231,0.00000000
0.67738038,0.43070597,0.00000000
0.53946572,0.36194882,0.00000000
0.51603807,0.39577604,0.00000000
0.60656083,0.46776354,0.00000000
0.57146788,0.52788419,0.00000000
0.54554201,0.58826010,0.00000000
0.52665987,0.68605610,0.00000000
0.43897073,0.67586005,0.00000000
0.46619116,0.64053052,0.00000000
0.44095823,0.67349877,0.00000000
0.35031857,0.63771557,0.00000000
0.47367705,0.71862928,0.00000000
0.35751763,0.72287149,0.00000000
0.22383721,0.77851906,0.00000000
0.29987503,0.72693979,0.00000000
0.16617714,0.82354676,0.00000000
0.23514354,0.89850242,0.00000000
0.21985614,0.81245300,0.00000000
0.06276305,0.85376251,0.00000000
0.13079459,0.87994632,0.00000000
0.05815660,0.82149894,0.00000000
0.04260830,0.86417281,0.00000000
0.06657406,0.85472667,0.00000000
-0.10279666,0.86113677,0.00000000
-0.17436586,0.80823878,0.00000000
-0.22371468,0.85345257,0.00000000
-0.26053246,0.87722983,0.00000000
-0.25739094,0.92778249,0.00000000
-0.27331995,0.88962537,0.00000000
-0.31795680,0.95060674,0.00000000
-0.32534273,0.76271795,0.00000000
-0.41415668,0.84644719,0.00000000
-0.36713681,0.78847843,0.00000000
-0.50899111,0.89027639,0.00000000
-0.36791763,0.68986541,0.00000000
-0.53076033,0.66554916,0.00000000
-0.65596333,0.65566627,0.00000000
-0.70398763,0.53806057,0.00000000
-0.64485998,0.60602427,0.00000000
-0.72007356,0.56235600,0.00000000
-0.69537772,0.58557404,0.00000000
-0.73998349,0.56407175,0.00000000
-0.80143162,0.62158401,0.00000000
-0.87499663,0.52998413,0.00000000
-0.94057175,0.40085734,0.00000000
-0.90025354,0.34272185,0.00000000
-0.84407864,0.38601765,0.00000000
-0.90276709,0.23596693,0.00000000
-1.00859321,0.38263513,0.00000000
-0.93971998,0.30005796,0.00000000
-0.94122348,0.15675448,0.00000000
-1.02952364,0.03689518,0.00000000
-0.97728910,0.17495665,0.00000000
-0.99086863,0.04025649,0.00000000
-1.06857822,0.07426898,0.00000000
-0.19566566,0.04541932,1.00000000
-0.14036791,-0.06027833,1.00000000
-0.10824179,0.04186288,1.00000000
-0.10960462,0.06525655,1.00000000
-0.14298166,0.00256828,1.00000000
-0.08182029,0.08384315,1.00000000
-0.18609430,-0.08207050,1.00000000
-0.13303189,-0.11753211,1.00000000
-0.11930487,-0.15709453,1.00000000
-0.09724762,0.03158797,1.00000000
-0.08654405,-0.02697558,1.00000000
-0.19736130,-0.07786797,1.00000000
-0.22206704,-0.06623441,1.00000000
-0.05297493,-0.15923622,1.00000000
-0.10877402,0.04621997,1.00000000
-0.17214713,-0.10170221,1.00000000
-0.03212929,-0.11190130,1.00000000
-0.11564330,-0.08397387,1.00000000
-0.04862769,-0.10772499,1.00000000
-0.11154600,-0.13219368,1.00000000
0.01243083,-0.20203603,1.00000000
-0.00091350,-0.13520364,1.00000000
-0.11559437,-0.05932112,1.00000000
-0.03618939,-0.10009803,1.00000000
-0.04899678,-0.09360548,1.00000000
0.00174809,-0.22799889,1.00000000
-0.13033884,-0.26455051,1.00000000
-0.02278772,-0.22025216,1.00000000
0.00860080,-0.21653845,1.00000000
-0.15084430,-0.16101809,1.00000000
-0.10620915,-0.33458072,1.00000000
-0.14695888,-0.14716446,1.00000000
-0.02967952,-0.25383061,1.00000000
0.04108514,-0.27485133,1.00000000
0.10015438,-0.31429749,1.00000000
0.02684443,-0.35660983,1.00000000
0.13287785,-0.21106119,1.00000000
-0.03453747,-0.25854396,1.00000000
-0.04051369,-0.34216531,1.00000000
0.07205574,-0.34360606,1.00000000
0.11237481,-0.28646896,1.00000000
0.10151713,-0.16586770,1.00000000
-0.00625274,-0.28051978,1.00000000
0.12688868,-0.35330004,1.00000000
0.06849588,-0.27524086,1.00000000
0.20151652,-0.27345011,1.00000000
0.19790509,-0.41468613,1.00000000
0.13404647,-0.25110523,1.00000000
0.17404979,-0.25586147,1.00000000
0.15563890,-0.19357146,1.00000000
0.22956268,-0.11692528,1.00000000
0.30453961,-0.15197016,1.00000000
0.20172507,-0.22658623,1.00000000
0.30443284,-0.26692804,1.00000000
0.25533390,-0.03542310,1.00000000
0.25212849,-0.17477686,1.00000000
0.30537739,-0.16523155,1.00000000
0.26128509,-0.15450177,1.00000000
0.30123901,-0.12742582,1.00000000
0.27305824,-0.13352145,1.00000000
0.47265956,-0.14414579,1.00000000
0.36606792,-0.12674867,1.00000000
0.33043544,-0.07948809,1.00000000
0.39297671,-0.09312104,1.00000000
0.38033199,-0.08572035,1.00000000
0.37992643,-0.01847590,1.00000000
0.43529281,-0.02158933,1.00000000
0.44826467,0.10296218,1.00000000
0.37443867,-0.12692280,1.00000000
0.37422929,0.11739341,1.00000000
0.39381427,0.14674413,1.00000000
0.27274691,-0.03208800,1.00000000
0.31948024,0.09230134,1.00000000
0.49089978,0.11128311,1.00000000
0.50503106,0.06993335,1.00000000
0.38777316,0.12858362,1.00000000
0.43261705,0.12948627,1.00000000
0.41092507,0.32206955,1.00000000
0.57012242,0.29377477,1.00000000
0.44461455,0.33445970,1.00000000
0.36072726,0.32177354,1.00000000
0.30094774,0.23075403,1.00000000
0.25069365,0.28670943,1.00000000
0.34702076,0.36682873,1.00000000
0.27610956,0.28296900,1.00000000
0.22179414,0.41739483,1.00000000
0.25295380,0.37794503,1.00000000
0.21047620,0.38700054,1.00000000
0.35924557,0.46859325,1.00000000
0.29261856,0.46830398,1.00000000
0.22003095,0.43491657,1.00000000
0.28921496,0.54022301,1.00000000
0.18412597,0.41900036,1.00000000
0.10606836,0.53308504,1.00000000
0.22663254,0.54299685,1.00000000
0.14436230,0.49909222,1.00000000
0.02590575,0.54641687,1.00000000
0.05221300,0.45985510,1.00000000
-0.01397891,0.59728752,1.00000000
-0.06999855,0.53649100,1.00000000
0.04249414,0.52074309,1.00000000
0.07504375,0.61832007,1.00000000
-0.15021855,0.51511604,1.00000000
-0.05958612,0.47356556,1.00000000
-0.15967559,0.46404986,1.00000000
-0.17728531,0.59184186,1.00000000
-0.21110392,0.47533314,1.00000000
-0.25491662,0.65275615,1.00000000
-0.22762883,0.41648564,1.00000000
-0.30773707,0.63573977,1.00000000
-0.26879987,0.53778073,1.00000000
-0.31492595,0.50910227,1.00000000
-0.35279969,0.47061868,1.00000000
-0.41906408,0.51430305,1.00000000
-0.42488996,0.47378266,1.00000000
-0.37008952,0.52658564,1.00000000
-0.40987360,0.45026863,1.00000000
-0.52241499,0.43416449,1.00000000
-0.48088412,0.38379198,1.00000000
-0.46402552,0.38141567,1.00000000
-0.63065423,0.38131956,1.00000000
-0.51832156,0.23709321,1.00000000
-0.61010309,0.23453771,1.00000000
-0.55446042,0.33466809,1.00000000
-0.65171162,0.27393292,1.00000000
-0.73024077,0.22526676,1.00000000
-0.73438946,0.20910631,1.00000000
-0.64734591,0.19967616,1.00000000
-0.64679708,0.11644274,1.00000000
-0.72739727,0.07138552,1.00000000
-0.64414496,0.09840340,1.00000000
-0.78999739,-0.00409995,1.00000000
-0.70060233,0.04649797,1.00000000
-0.77408109,-0.11322918,1.00000000
-0.74373310,0.01719486,1.00000000
-0.70337459,-0.05000640,1.00000000
-0.75780790,-0.09705811,1.00000000
-0.72756999,-0.08768687,1.00000000
-0.64076546,-0.08103866,1.00000000
-0.73072350,-0.15443252,1.00000000
-0.63924779,-0.36000106,1.00000000
-0.74875926,-0.36042013,1.00000000
-0.63908430,-0.35499073,1.00000000
-0.57258644,-0.34946728,1.00000000
-0.79390787,-0.35309507,1.00000000
-0.67828472,-0.46032760,1.00000000
-0.57905844,-0.43762787,1.00000000
-0.60744819,-0.52554684,1.00000000
-0.55297558,-0.54756126,1.00000000
-0.58988791,-0.62509068,1.00000000
-0.52531705,-0.62499964,1.00000000
-0.51521362,-0.67863581,1.00000000
-0.40970529,-0.68295286,1.00000000
-0.43699068,-0.58690832,1.00000000
-0.40311773,-0.73160368,1.00000000
-0.41789227,-0.53992441,1.00000000
-0.39098695,-0.69014099,1.00000000
-0.35504115,-0.72910084,1.00000000
-0.27164829,-0.81065742,1.00000000
-0.28574088,-0.73455505,1.00000000
-0.20727155,-0.82692424,1.00000000
-0.06339442,-0.79921749,1.00000000
-0.09807292,-0.66537354,1.00000000
-0.13156540,-0.83542340,1.00000000
-0.00091919,-0.76958128,1.00000000
-0.05787426,-0.88776276,1.00000000
-0.11557216,-0.85282657,1.00000000
-0.01325166,-0.74772309,1.00000000
-0.02417414,-0.89289423,1.00000000
0.10805088,-0.74587246,1.00000000
0.17144892,-0.80951685,1.00000000
0.31217008,-0.88109794,1.00000000
0.27238048,-0.80276941,1.00000000
0.28064304,-0.77371586,1.00000000
0.38432258,-0.78410719,1.00000000
0.24230561,-0.90297228,1.00000000
0.42907366,-0.83773618,1.00000000
0.50060076,-0.79232903,1.00000000
0.40439653,-0.76335422,1.00000000
0.59975302,-0.70112298,1.00000000
0.58861015,-0.70527041,1.00000000
0.57961661,-0.77175049,1.00000000
0.67770099,-0.64268244,1.00000000
0.81004989,-0.60093443,1.00000000
0.71757777,-0.57431653,1.00000000
0.75311098,-0.51170357,1.00000000
0.74081610,-0.49353106,1.00000000
0.74607123,-0.48146296,1.00000000
0.87400915,-0.47716865,1.00000000
0.79831589,-0.53512922,1.00000000
0.87775661,-0.37084963,1.00000000
0.86680312,-0.34404124,1.00000000
0.94435151,-0.29888619,1.00000000
0.95386861,-0.34935251,1.00000000
1.01236323,-0.29415495,1.00000000
0.93374153,-0.12171585,1.00000000
0.96029969,-0.14205656,1.00000000
0.92778678,-0.05283427,1.00000000
0.96770355,-0.04542977,1.00000000
1.02263803,0.00178537,1.00000000
