f0,f1,label
0.43684401,0.20164139,1.00000000
-0.40831999,0.33538818,1.00000000
0.47772927,0.89578383,0.00000000
0.60862984,0.09536958,1.00000000
-0.98449232,0.17924586,0.00000000
-0.74886814,0.44703835,0.00000000
-0.36506890,-0.44133966,1.00000000
-0.99314464,0.12390091,0.00000000
-0.27035284,0.45072949,1.00000000
-0.69378498,-0.66243194,0.00000000
0.93474528,0.26262179,0.00000000
0.19105390,-0.29085586,1.00000000
-0.25038947,1.13617720,0.00000000
-0.73210984,0.78883088,0.00000000
-0.56297770,-0.90954960,0.00000000
0.30461728,1.01657489,0.00000000
-0.42375647,0.15120847,1.00000000
0.33088052,-0.33113722,1.00000000
0.28118678,0.47401511,1.00000000
0.60018667,-0.19388526,1.00000000
-0.70468960,0.67316640,0.00000000
0.98480139,0.49650250,0.00000000
0.54007530,0.00522099,1.00000000
-0.28829478,0.37340053,1.00000000
1.03570315,0.09089939,0.00000000
0.53617149,0.02218447,1.00000000
-0.95834504,-0.49522603,0.00000000
0.30995038,0.25216281,1.00000000
-0.17523831,0.43048621,1.00000000
-0.89369779,-0.22863118,0.00000000
0.61823798,-0.15671326,1.00000000
0.87685829,-0.28411535,0.00000000
-0.01326655,0.46723357,1.00000000
-0.17578840,0.96120542,0.00000000
0.26070711,0.38169356,1.00000000
-0.87224716,-0.44218568,0.00000000
-0.78349018,-0.54710540,0.00000000
0.00452068,-0.44205475,1.00000000
0.21926886,-1.01240104,0.00000000
-0.19549705,-0.94197540,0.00000000
0.29081508,-0.25199612,1.00000000
-0.06488474,1.05631751,0.00000000
-0.77911726,0.57718652,0.00000000
0.68102893,0.96742559,0.00000000
-0.96792784,0.46840799,0.00000000
0.45352731,-0.27787542,1.00000000
-0.07880691,-0.83604905,0.00000000
0.75881978,-0.56322582,0.00000000
0.78666584,0.57304505,0.00000000
0.54605965,-0.72856566,0.00000000
0.27042656,1.02448133,0.00000000
-0.38787170,-0.29983509,1.00000000
-0.20473570,-0.37020966,1.00000000
-0.62822063,0.70047416,0.00000000
0.21574124,-0.35816359,1.00000000
0.42359332,0.95987959,0.00000000
0.34966603,0.36733124,1.00000000
0.65232098,-0.70441800,0.00000000
0.69390556,0.73266578,0.00000000
-0.12437721,-1.02614967,0.00000000
-0.81051594,-0.61799045,0.00000000
-0.54909033,-0.05637163,1.00000000
-0.12415335,0.37448622,1.00000000
-0.64330063,0.67515535,0.00000000
-0.94770191,0.01147136,0.00000000
0.62929707,0.91774794,0.00000000
-0.01178437,-0.61261029,1.00000000
-0.33566810,0.41854399,1.00000000
0.28599627,-0.00227259,1.00000000
-0.81305164,0.79803854,0.00000000
-0.41795416,-0.27107860,1.00000000
-0.34677057,-0.93368000,0.00000000
0.94993814,0.11193997,0.00000000
0.08465556,1.10975474,0.00000000
0.49424100,-0.16730253,1.00000000
-0.00737833,0.47726948,1.00000000
0.25167760,0.33576245,1.00000000
0.18431190,-0.28640876,1.00000000
0.66841614,-0.75455341,0.00000000
-0.57648921,0.10767252,1.00000000
0.95597049,0.09014995,0.00000000
0.79270215,0.40777791,0.00000000
0.37784738,0.08576803,1.00000000
-0.00982310,0.55191146,1.00000000
-0.27985154,0.37657071,1.00000000
-0.49568635,0.93292142,0.00000000
0.14336299,0.46321912,1.00000000
-0.47250406,-0.01680762,1.00000000
-0.85879294,-0.30291277,0.00000000
-0.85877397,0.27901614,0.00000000
0.19898903,0.43915982,1.00000000
-0.19959870,-0.29258089,1.00000000
-0.81876492,-0.52036455,0.00000000
0.53219993,0.34197694,1.00000000
0.75747498,-0.47930762,0.00000000
-0.51158303,-0.26482943,1.00000000
0.26277428,-0.44995514,1.00000000
0.43116236,-0.31452480,1.00000000
-0.10888458,0.44897934,1.00000000
-0.74853976,0.77853281,0.00000000
0.00199347,0.70092161,1.00000000
-0.83931303,-0.34020983,0.00000000
0.96827653,0.52377061,0.00000000
-0.46307641,0.94051886,0.00000000
0.09843398,-0.97633387,0.00000000
1.04178496,0.38233946,0.00000000
0.84717617,0.52577964,0.00000000
-0.55948636,-0.76085035,0.00000000
0.05715790,-0.45105943,1.00000000
0.13676720,-0.48154509,1.00000000
-0.57765700,-0.71350674,0.00000000
0.49573628,-0.15168550,1.00000000
-0.60614445,0.22081816,1.00000000
0.48246057,-0.32261680,1.00000000
-0.45897345,-0.11794790,1.00000000
-0.12165898,0.86290813,0.00000000
-0.66121159,0.54787061,0.00000000
-0.40068521,0.15402499,1.00000000
-0.41407495,-0.09704273,1.00000000
-0.37611792,0.28224684,1.00000000
0.10889006,-0.93558821,0.00000000
-1.00055268,-0.19536608,0.00000000
0.84187324,0.50290030,0.00000000
0.08757996,-0.30725004,1.00000000
0.79185134,0.66157590,0.00000000
0.67713387,-0.77260094,0.00000000
-0.03431368,-0.52164206,1.00000000
-0.11077316,-0.43794170,1.00000000
0.41095718,-0.85740881,0.00000000
0.09246751,0.49669501,1.00000000
-0.40646509,-0.16384852,1.00000000
-0.09493627,-1.05011581,0.00000000
0.01811341,0.50448996,1.00000000
0.78212859,-0.72407282,0.00000000
-0.78933441,-0.50999817,0.00000000
0.88870578,-0.32010864,0.00000000
0.32994681,0.35597592,1.00000000
-0.20620153,0.34222038,1.00000000
0.29732349,0.28444855,1.00000000
-0.51594108,-0.27792758,1.00000000
0.53322720,0.80021449,0.00000000
-0.13287192,-0.99080211,0.00000000
-0.44802200,0.27125147,1.00000000
0.27478918,-0.82879743,0.00000000
0.87026860,-0.21620247,0.00000000
-0.42007356,0.30805663,1.00000000
-0.27988930,0.82925416,0.00000000
-0.90115452,-0.35427803,0.00000000
0.43749138,-1.07324256,0.00000000
0.26237268,-0.44726099,1.00000000
1.12590042,0.18142070,0.00000000
-0.20921350,-0.36382556,1.00000000
-0.49324632,0.56288939,1.00000000
-0.03446339,-0.96043467,0.00000000
1.00230308,0.24383426,0.00000000
