f0,f1,label
6.14931805,1.10783188,1.00000000
4.82032228,2.74482794,1.00000000
4.95640504,1.82810002,1.00000000
-1.73662609,14.79338336,0.00000000
4.40286699,1.33284808,1.00000000
4.66752974,2.49454224,1.00000000
2.23020936,2.27836514,1.00000000
-2.39549079,7.99854356,0.00000000
-1.40149775,9.27133855,0.00000000
-2.18805701,7.14567796,0.00000000
6.40882461,2.07444741,1.00000000
-2.48969479,11.19458724,0.00000000
5.52953072,1.50885002,1.00000000
-6.43881528,10.24713988,0.00000000
-2.56126528,7.26126907,0.00000000
-2.41885231,12.70914930,0.00000000
3.77472184,3.10625652,1.00000000
-2.17305890,9.03317473,0.00000000
-2.40790532,6.87716385,0.00000000
-3.22161559,8.03429228,0.00000000
-3.30383793,9.78418728,0.00000000
6.39155193,2.35480095,1.00000000
4.62791987,4.19308589,1.00000000
5.70150674,1.12946952,1.00000000
-2.98210149,10.15273996,0.00000000
-2.06958891,7.94275900,0.00000000
2.71923481,4.60536096,1.00000000
5.62142732,1.88979268,1.00000000
-4.63225374,8.38331814,0.00000000
4.09446052,1.88775125,1.00000000
4.23506643,0.50502411,1.00000000
1.97179846,4.21723615,1.00000000
-2.01230248,10.47760382,0.00000000
-2.56293668,11.36125161,0.00000000
5.56112889,3.10943125,1.00000000
-0.76445199,9.02963572,0.00000000
-3.68407756,8.53119385,0.00000000
5.02946259,0.61669475,1.00000000
-3.83498378,9.24487379,0.00000000
3.77938583,1.15288127,1.00000000
-1.73664472,9.78496505,0.00000000
-2.82138100,8.27478473,0.00000000
6.36378883,0.91840505,1.00000000
-2.84439180,10.08528687,0.00000000
6.02591937,1.69581648,1.00000000
-5.54691150,9.29396760,0.00000000
-1.13609445,9.50741279,0.00000000
3.35234217,3.02363450,1.00000000
-1.47980734,6.59521232,0.00000000
5.58905164,5.37920897,1.00000000
5.12907837,0.09649932,1.00000000
-1.73017785,11.31339450,0.00000000
2.61760070,3.08806582,1.00000000
6.22751557,-0.66493955,1.00000000
-3.88833397,11.33918774,0.00000000
6.96660680,2.14668164,1.00000000
4.25741301,4.22915917,1.00000000
5.87463471,2.08314663,1.00000000
4.59074893,1.15803253,1.00000000
3.19249365,3.00224687,1.00000000
4.81122031,2.19862233,1.00000000
-4.16870008,7.21997619,0.00000000
6.04339643,3.88050233,1.00000000
2.33870758,3.88968492,1.00000000
-2.16800772,10.97500026,0.00000000
5.21597701,1.92412756,1.00000000
2.54202748,2.81762354,1.00000000
5.59776752,-0.51911041,1.00000000
-0.77130425,7.78326265,0.00000000
-2.41277759,7.39766896,0.00000000
4.25049181,-0.28154475,1.00000000
-2.87727980,7.88368188,0.00000000
-4.68132414,6.90309047,0.00000000
4.91267822,2.34550056,1.00000000
-3.76878039,8.11519716,0.00000000
-2.75112619,9.62036241,0.00000000
-2.62485019,9.52601409,0.00000000
-0.60883090,7.95278193,0.00000000
-3.72193803,8.26165056,0.00000000
-2.04283627,11.22732045,0.00000000
4.89617699,1.69719468,1.00000000
5.58849044,3.43200136,1.00000000
3.96478063,2.90744458,1.00000000
2.30493508,2.88218461,1.00000000
3.97343895,2.53912042,1.00000000
-3.75269014,8.17401457,0.00000000
-3.58686395,8.69411540,0.00000000
4.99330067,3.12946747,1.00000000
3.69942825,4.69184252,1.00000000
-2.54055001,9.19027720,0.00000000
3.86907846,0.38434940,1.00000000
3.95083749,0.69840313,1.00000000
2.52861129,0.80644465,1.00000000
-2.08770982,8.08023685,0.00000000
7.73100072,4.60618095,1.00000000
3.16128977,2.72923946,1.00000000
-2.09416142,10.25506100,0.00000000
3.03844819,1.75960046,1.00000000
0.93241209,0.77782680,1.00000000
4.28145677,0.61182419,1.00000000
5.23155705,1.34169296,1.00000000
4.66750641,4.48782565,1.00000000
5.94656589,1.48413439,1.00000000
5.60794276,4.02611702,1.00000000
6.92456495,2.78153475,1.00000000
-4.30964223,8.51253427,0.00000000
-4.29615287,9.99911654,0.00000000
-3.17897005,10.29888432,0.00000000
2.42199947,3.68880075,1.00000000
8.30850681,2.16700146,1.00000000
3.01828384,2.89707309,1.00000000
4.80397103,3.06181962,1.00000000
-2.47243236,9.76128357,0.00000000
6.44169972,1.36105662,1.00000000
-3.98146060,9.70744134,0.00000000
-1.84346848,10.17623721,0.00000000
-2.36358130,10.46725361,0.00000000
5.70631879,2.63956465,1.00000000
-3.89959333,8.92499809,0.00000000
5.94428772,4.00662647,1.00000000
-2.11937343,10.18702044,0.00000000
3.80940488,0.17635285,1.00000000
4.53463027,-0.51827172,1.00000000
7.08280215,-0.09698250,1.00000000
-0.06058067,6.86907406,0.00000000
